,female,black,hispanic,bytest,dadcoll,momcoll,ownhome,urban,cue80,stwmfg80,dist,tuition,yrsed,incomehi,log_earnings
1007,1,0,0,51.70999908,1,0,1,0,13.39999962,9.680000305,1.5,1.093530059,14,0,10.43164404
1008,1,1,0,35.34999847,0,0,1,0,13.39999962,9.680000305,1.5,1.093530059,12,0,9.7328317
1009,1,0,0,44.63999939,1,0,1,0,13.39999962,9.680000305,1.5,1.093530059,14,0,10.05401291
1010,0,1,0,49.86999893,0,0,1,0,13.39999962,9.680000305,1.5,1.093530059,12,0,11.66310608
1011,0,0,1,36.34000015,0,0,1,0,13.39999962,9.680000305,1.5,1.093530059,12,0,10.05222709
1012,1,0,0,51.91999817,0,0,1,0,13.39999962,9.680000305,1.5,1.093530059,16,1,11.16071348
1013,0,1,0,50.84999847,0,0,1,0,13.39999962,9.680000305,1.5,1.093530059,13,0,10.73122327
1014,1,1,0,45.50999832,0,0,1,0,13.39999962,9.680000305,1.5,1.093530059,12,1,8.981192664
1015,0,1,0,43,1,0,0,0,13.39999962,9.680000305,1.5,1.093530059,13,0,10.22661417
1016,1,1,0,35.06999969,0,0,1,0,13.39999962,9.680000305,1.5,1.093530059,12,0,9.513471431
1017,0,1,0,50.43000031,0,0,1,0,10.30000019,9.680000305,0.100000001,1.093530059,12,0,9.180794845
1018,0,1,0,59.72000122,0,0,0,0,10.30000019,9.680000305,0.100000001,1.093530059,14,0,10.73657929
1019,1,1,0,43.06000137,0,0,1,0,10.30000019,9.680000305,0.100000001,1.093530059,12,0,9.976843535
1020,0,0,0,67.12000275,1,1,1,0,10.30000019,9.680000305,0.100000001,1.093530059,16,0,10.71266245
1021,1,1,0,43.33000183,1,0,1,0,10.30000019,9.680000305,0.100000001,1.093530059,12,0,9.302647424
1022,0,0,0,65.48999786,0,0,0,0,10.30000019,9.680000305,0.100000001,1.093530059,12,0,10.55538625
1023,0,0,0,56.95000076,0,1,1,0,10.30000019,9.680000305,0.100000001,1.093530059,16,1,11.27876327
1024,0,1,0,51.63999939,0,0,1,0,10.30000019,9.680000305,0.100000001,1.093530059,12,0,9.944896153
1025,1,0,0,64.95999908,1,1,1,0,10.30000019,9.680000305,0.100000001,1.093530059,16,0,10.72589101
1026,1,1,0,53.47999954,0,0,0,0,9.199999809,7.179999828,2.700000048,1.165130019,16,0,13.23398548
1027,0,1,0,51.33000183,0,0,1,0,9.199999809,7.179999828,2.700000048,1.165130019,12,0,9.682144497
1028,0,1,0,41.09000015,0,0,1,0,9.199999809,7.179999828,2.700000048,1.165130019,12,0,9.621944827
1029,1,1,0,36.79000092,0,0,1,0,9.199999809,7.179999828,2.700000048,1.165130019,12,1,9.247238333
1030,1,1,0,36.24000168,0,0,0,0,9.199999809,7.179999828,2.700000048,1.165130019,12,0,10.40915149
1031,0,1,0,37.68999863,0,0,0,0,9.199999809,7.179999828,2.700000048,1.165130019,12,0,9.816074319
1032,1,0,0,56.79999924,0,0,0,0,9.199999809,7.179999828,2.700000048,1.165130019,16,1,10.6825318
1033,1,1,0,39.52000046,0,0,0,0,9.199999809,7.179999828,2.700000048,1.165130019,15,0,10.74439644
1034,0,1,0,37.70000076,0,0,0,0,9.199999809,7.179999828,2.700000048,1.165130019,12,0,10.37803394
1035,1,1,0,39.50999832,0,0,1,0,5,7.539999962,6.5,0.818710029,17,0,11.08850595
1036,1,0,1,49.36000061,0,0,1,0,5,7.539999962,6.5,0.818710029,12,0,9.840273437
1037,0,0,1,46.15999985,0,0,1,0,5,7.539999962,6.5,0.818710029,14,1,9.705477487
1038,1,1,0,38.24000168,0,0,1,0,5,7.539999962,0.600000024,0.818710029,12,0,9.951750801
1039,1,1,0,38.43000031,0,0,1,0,5,7.539999962,0.600000024,0.818710029,14,0,10.08539168
1040,1,1,0,36.61999893,0,0,1,0,5,7.539999962,0.600000024,0.818710029,12,0,9.861770273
1041,1,1,0,41.29000092,0,0,1,0,5,7.539999962,0.600000024,0.818710029,12,0,9.587512984
1042,0,1,0,41.20999908,0,1,1,1,5.5,7.179999828,0.5,1.165130019,14,0,9.825280467
1043,0,1,0,38.52999878,1,1,0,1,5.5,7.179999828,0.5,1.165130019,12,0,10.03971686
1044,0,1,0,45.66999817,0,0,1,1,5.5,7.179999828,0.5,1.165130019,15,0,10.97613801
1045,0,1,0,56.97999954,0,1,1,1,5.5,7.179999828,0.5,1.165130019,14,0,11.69827718
1046,0,0,0,50.52999878,0,0,1,1,5.5,7.179999828,0.5,1.165130019,12,0,9.925712403
1047,0,1,0,40.27000046,0,0,0,1,9.199999809,9.680000305,0.100000001,1.093530059,12,0,9.819713628
1048,0,1,0,48.04999924,0,0,0,1,9.199999809,9.680000305,0.100000001,1.093530059,12,0,9.769891558
1049,0,1,0,53.41999817,0,0,0,1,9.199999809,9.680000305,0.100000001,1.093530059,16,0,10.53693072
1050,0,1,0,55.34999847,0,0,1,1,9.199999809,9.680000305,0.100000001,1.093530059,15,0,10.42809303
1051,1,1,0,46.38999939,0,0,0,1,9.199999809,9.680000305,0.100000001,1.093530059,12,1,9.981179456
1052,1,1,0,42.74000168,0,0,0,1,9.199999809,9.680000305,0.100000001,1.093530059,12,0,9.519709746
1053,1,1,0,55.79999924,0,1,1,1,9.199999809,9.680000305,0.100000001,1.093530059,13,1,10.32675859
1054,1,1,0,47.41999817,0,0,1,0,8.5,7.329999924,1,0.655889988,16,0,10.43803992
1055,0,1,0,57.95999908,1,0,1,0,8.5,7.329999924,1,0.655889988,17,1,12.11310046
1056,1,0,0,59.41999817,0,0,1,0,8.5,7.329999924,1,0.655889988,14,1,10.54038215
1057,0,0,0,53.54000092,0,0,1,0,8.5,7.329999924,1,0.655889988,12,1,9.818500442
1058,0,0,1,52.63999939,0,0,1,0,8.5,7.329999924,1,0.655889988,15,0,10.68466851
1059,1,1,0,42.72999954,0,0,1,0,8.5,7.329999924,1,0.655889988,12,0,9.272743261
1060,0,0,0,56.20000076,0,0,1,0,8.5,7.329999924,1,0.655889988,18,1,11.1808045
1061,1,1,0,49.97000122,0,1,1,0,8.5,7.329999924,1,0.655889988,16,0,10.79675756
1062,1,0,0,49.06000137,0,0,1,0,5.599999905,7.539999962,3,0.818710029,12,0,10.00454024
1063,0,0,0,59.25999832,0,1,1,0,5.599999905,7.539999962,3,0.818710029,12,0,9.762546333
1064,1,0,0,41.47000122,0,0,1,0,5.599999905,7.539999962,3,0.818710029,16,0,11.75166851
1065,0,0,0,58.02999878,0,1,1,0,5.599999905,7.539999962,3,0.818710029,13,1,9.802941541
1066,1,1,0,52.54000092,0,0,1,0,5.599999905,7.539999962,3,0.818710029,14,0,10.01953582
1067,0,0,0,66.34999847,0,0,1,0,5.599999905,7.539999962,3,0.818710029,15,0,11.79184251
1068,0,0,0,48.56999969,0,0,1,0,5.599999905,7.539999962,3,0.818710029,13,0,11.33068917
1069,1,1,0,51.68000031,0,0,1,1,4.599999905,7.179999828,0.699999988,1.165130019,15,0,12.39075655
1070,1,1,0,52.95999908,0,0,1,1,4.599999905,7.179999828,0.699999988,1.165130019,15,0,10.47010961
1071,0,1,0,40.06000137,0,0,1,1,4.599999905,7.179999828,0.699999988,1.165130019,15,1,10.0960288
1072,1,0,0,42.75,0,0,1,1,4.599999905,7.179999828,0.699999988,1.165130019,12,1,9.177520529
1073,0,1,0,58.5,1,1,1,1,4.599999905,7.179999828,0.699999988,1.165130019,14,0,11.19250192
1074,1,1,0,46.31000137,1,0,0,1,4.599999905,7.179999828,0.699999988,1.165130019,12,1,9.800075175
1075,1,1,0,44.02000046,0,0,1,1,4.599999905,7.179999828,0.699999988,1.165130019,13,0,9.51282977
1076,0,1,0,46.84999847,0,0,1,1,4.599999905,7.179999828,0.699999988,1.165130019,14,0,10.02790594
1077,1,1,0,45.06999969,0,0,1,1,4.599999905,7.179999828,0.699999988,1.165130019,14,0,10.66456933
1078,1,1,0,58.70999908,0,0,1,0,7.199999809,10.14999962,1.700000048,0.434179991,14,0,9.838533133
1079,0,0,0,66.44999695,1,0,0,0,7.199999809,10.14999962,1.700000048,0.434179991,13,0,10.15546109
1080,1,0,0,47.15000153,0,0,1,0,7.199999809,10.14999962,1.700000048,0.434179991,12,0,9.37785825
1081,0,0,0,52.79000092,1,0,1,0,4,7.539999962,2,0.818710029,14,0,9.449657737
1082,1,1,0,31.60000038,0,0,0,0,4,7.539999962,2,0.818710029,12,0,9.937965198
1083,0,1,0,41.99000168,0,0,1,0,4,7.539999962,2,0.818710029,12,0,9.82348667
1084,1,0,0,39.97000122,0,0,0,0,4,7.539999962,2,0.818710029,15,0,10.44824662
1085,0,0,0,39.97999954,0,0,1,0,4,7.539999962,2,0.818710029,13,0,10.03807315
1086,0,0,0,46.09999847,0,1,1,0,4,7.539999962,2,0.818710029,12,1,9.536476955
1087,0,0,0,66.58999634,0,1,1,0,4,7.539999962,2,0.818710029,15,0,10.5257977
1088,1,1,0,38.34999847,0,0,1,1,6.699999809,7.349999905,1,0.751729965,16,1,11.98451348
1089,0,1,0,32.34000015,0,0,0,1,6.699999809,7.349999905,1,0.751729965,12,0,9.49456734
1090,0,1,0,38.65000153,0,0,1,1,6.699999809,7.349999905,1,0.751729965,12,0,9.538306819
1091,0,1,0,50.34999847,0,0,0,1,6.699999809,7.349999905,1,0.751729965,12,0,9.946899369
1092,1,1,0,37.34999847,0,0,1,1,6.699999809,7.349999905,1,0.751729965,12,0,9.874216178
1093,1,1,0,36.16999817,0,1,1,1,6.699999809,7.349999905,1,0.751729965,15,0,11.18122532
1094,0,1,0,43.74000168,0,0,1,1,6.699999809,7.349999905,1,0.751729965,12,1,9.804289145
1095,0,0,0,44.58000183,0,0,1,1,6.699999809,7.349999905,1,0.751729965,12,0,10.41057163
1096,1,1,0,37.99000168,1,1,1,1,6.699999809,7.349999905,1,0.751729965,13,0,9.361228611
1097,1,0,0,51.79000092,0,0,1,1,6.699999809,7.349999905,1,0.751729965,14,0,10.5617634
1098,0,1,0,46.34999847,0,0,1,1,6.699999809,7.349999905,1,0.751729965,14,0,9.743229632
1099,1,1,0,40.77000046,0,0,1,0,5.900000095,7.349999905,3.799999952,0.751729965,12,0,9.40880908
1100,0,0,0,38.97000122,0,0,1,0,5.900000095,7.349999905,3.799999952,0.751729965,12,0,9.241473935
1101,1,0,0,50.83000183,0,0,1,0,5.900000095,7.349999905,3.799999952,0.751729965,12,1,10.81170705
1102,1,1,0,39.63000107,0,0,0,0,5.900000095,7.349999905,3.799999952,0.751729965,12,0,10.40823629
1103,1,0,0,48.25999832,0,0,1,0,5.900000095,7.349999905,3.799999952,0.751729965,12,0,9.940361428
1104,0,0,1,34.68000031,0,0,1,0,5.900000095,7.349999905,3.799999952,0.751729965,12,0,9.132747487
1105,1,0,0,40.77000046,0,0,1,0,5.900000095,7.349999905,3.799999952,0.751729965,17,1,12.03258175
1106,0,1,0,50.45000076,0,0,1,0,5.900000095,7.349999905,3.799999952,0.751729965,15,0,10.25979641
1107,1,1,0,38.75,0,0,1,0,5.900000095,7.349999905,3.799999952,0.751729965,12,0,9.887226649
1108,1,1,0,31.68000031,0,0,1,1,9.199999809,9.680000305,1,1.093530059,12,0,9.456180226
1109,1,1,0,39.04000092,0,0,0,1,9.199999809,9.680000305,1,1.093530059,13,0,11.18471387
1110,0,0,0,46.06999969,0,0,1,0,10.80000019,9.680000305,1,1.093530059,12,0,9.132990158
1111,0,0,0,40.88999939,1,0,0,0,10.80000019,9.680000305,1,1.093530059,12,0,9.526855773
1112,0,0,0,59.59999847,0,0,1,0,10.80000019,9.680000305,1,1.093530059,14,0,10.04778116
1113,0,0,0,43.47000122,0,0,1,0,10.80000019,9.680000305,1,1.093530059,15,1,9.890343587
1114,0,0,0,55.5,0,0,1,0,10.80000019,9.680000305,1,1.093530059,14,0,10.72878695
1115,1,0,0,37.09000015,0,0,1,0,10.80000019,9.680000305,1,1.093530059,12,0,9.368621569
1116,1,0,0,59.47999954,0,0,1,0,10.80000019,9.680000305,1,1.093530059,13,0,10.42883572
1117,1,0,0,35.40000153,0,0,1,0,10.80000019,9.680000305,1,1.093530059,12,0,10.94965776
1118,1,1,0,39.54999924,0,0,1,0,4,7.329999924,0.400000006,0.655889988,16,0,10.62399012
1119,0,0,0,66.18000031,1,0,1,0,4,7.329999924,0.400000006,0.655889988,17,0,11.3841788
1120,1,1,0,39.61999893,0,0,0,0,4,7.329999924,0.400000006,0.655889988,12,0,9.868412766
1121,1,1,0,37.24000168,0,0,1,0,4,7.329999924,0.400000006,0.655889988,12,0,9.754207054
1122,0,1,0,51.25,0,1,1,0,4,7.329999924,0.400000006,0.655889988,18,1,10.70454915
1123,1,1,0,35.77000046,0,0,0,0,4,7.329999924,0.400000006,0.655889988,16,0,11.2490948
1124,0,0,0,46.77000046,1,1,1,1,9.300000191,10.14999962,0.100000001,0.434179991,13,1,9.802826106
1125,1,0,0,54.86000061,0,0,1,1,9.300000191,10.14999962,0.100000001,0.434179991,16,0,10.72918396
1126,0,0,0,52.34000015,0,0,1,1,9.300000191,10.14999962,0.100000001,0.434179991,12,0,9.815258814
1127,1,0,0,40.40000153,0,0,1,1,9.300000191,10.14999962,0.100000001,0.434179991,12,0,9.636182866
1128,1,0,0,56.5,1,0,1,1,9.300000191,10.14999962,0.100000001,0.434179991,17,0,11.09510167
1129,0,0,0,45.22999954,0,0,1,1,9.300000191,10.14999962,0.100000001,0.434179991,14,1,9.778479445
1130,0,0,0,53.02000046,1,0,0,1,9.300000191,10.14999962,0.100000001,0.434179991,13,0,9.740369014
1131,1,0,0,60.75999832,0,1,1,1,9.300000191,10.14999962,0.100000001,0.434179991,16,1,11.59465474
1132,1,0,0,39.02999878,0,0,1,0,8.800000191,9.680000305,1,1.093530059,12,0,9.546736095
1133,0,0,0,62.20000076,0,0,1,0,8.800000191,9.680000305,1,1.093530059,14,0,9.82136482
1134,0,0,1,39.83000183,0,1,1,0,8.800000191,9.680000305,1,1.093530059,12,1,9.182025328
1135,1,0,0,46,0,0,1,0,8.800000191,9.680000305,1,1.093530059,12,0,9.240426182
1136,0,1,0,37.68000031,0,0,1,0,5.099999905,7.349999905,1,0.751729965,12,0,9.218362418
1137,1,1,0,42.11000061,0,0,1,0,5.099999905,7.349999905,1,0.751729965,12,0,11.00615622
1138,0,0,0,56.77000046,0,0,1,0,5.099999905,7.349999905,1,0.751729965,15,0,11.41673668
1139,1,1,0,36.93999863,1,1,1,0,5.099999905,7.349999905,1,0.751729965,14,0,9.575424709
1140,1,1,0,55.08000183,0,0,0,1,5,7.539999962,1.399999976,0.818710029,14,0,9.677612814
1141,0,1,0,52.49000168,1,0,1,1,5,7.539999962,1.399999976,0.818710029,17,1,11.31640075
1142,1,0,0,42.88999939,0,1,1,1,5,7.539999962,1.399999976,0.818710029,16,0,11.49806811
1143,0,1,0,39.56000137,0,0,0,1,5,7.539999962,1.399999976,0.818710029,12,0,9.750378954
1144,1,0,0,52.83000183,0,0,1,1,5,7.539999962,1.399999976,0.818710029,14,1,10.5431928
1145,1,1,0,41.31000137,0,0,0,1,6.699999809,7.349999905,0.5,0.751729965,13,0,10.17716474
1146,0,1,0,43.59999847,0,0,0,1,6.699999809,7.349999905,0.5,0.751729965,14,0,9.720205663
1147,1,1,0,39.38999939,0,0,0,1,6.699999809,7.349999905,0.5,0.751729965,12,0,9.886066435
1148,1,1,0,36.22999954,0,0,0,1,6.699999809,7.349999905,0.5,0.751729965,12,0,10.58534563
1149,1,1,0,34.02000046,0,0,1,1,6.699999809,7.349999905,0.5,0.751729965,12,0,9.097637081
1150,1,1,0,39.90000153,0,0,1,1,6.699999809,7.349999905,0.5,0.751729965,16,0,11.47428165
1151,1,1,0,58.88000107,0,0,0,1,6.699999809,7.349999905,0.5,0.751729965,16,0,10.33614774
1152,0,1,0,38.27000046,0,0,1,1,6.699999809,7.349999905,0.5,0.751729965,12,0,9.26155588
1153,0,0,1,37.22000122,0,0,1,1,6.699999809,7.349999905,0.5,0.751729965,14,0,10.39195703
1154,1,1,0,42.43999863,0,0,0,1,6.699999809,7.349999905,0.5,0.751729965,13,0,11.11005929
1155,0,0,0,59.86000061,0,0,1,0,5.599999905,7.329999924,1.5,0.655889988,12,0,9.053767621
1156,0,1,0,37.90999985,0,0,0,0,5.599999905,7.329999924,1.5,0.655889988,12,0,10.19372532
1157,1,0,0,48.65000153,0,0,1,0,4,7.539999962,2,0.818710029,13,1,10.0184794
1158,0,0,0,54.29000092,0,0,1,0,4,7.539999962,2,0.818710029,16,0,13.12049494
1159,0,0,0,48.18999863,0,0,1,0,4,7.539999962,2,0.818710029,14,0,10.02800476
1160,1,0,0,59.52999878,1,0,1,0,4,7.539999962,2,0.818710029,16,1,10.496997
1161,1,0,0,52.50999832,1,1,0,0,4,7.539999962,2,0.818710029,14,0,11.05646307
1162,0,0,0,51.29000092,1,1,1,0,4,7.539999962,2,0.818710029,16,0,10.03367362
1163,0,0,0,62.04000092,1,1,1,1,5.5,7.179999828,0.800000012,1.165130019,16,1,10.07625288
1164,1,0,0,41.06000137,0,0,0,1,5.5,7.179999828,0.800000012,1.165130019,12,0,10.01004374
1165,0,0,0,45.25999832,0,0,0,1,5.5,7.179999828,0.800000012,1.165130019,12,0,9.684134602
1166,1,0,0,68.80999756,1,1,1,1,5.5,7.179999828,0.800000012,1.165130019,16,0,10.95577179
1167,1,0,0,60.13999939,1,1,1,1,5.5,7.179999828,0.800000012,1.165130019,16,1,10.51300981
1168,0,0,1,41.22000122,0,0,0,1,5.5,7.179999828,0.800000012,1.165130019,12,0,10.02765424
1169,0,0,0,51.02000046,0,0,1,1,5.5,7.179999828,0.800000012,1.165130019,12,0,9.636226198
1170,1,1,0,45.38000107,0,0,1,1,5.5,7.179999828,0.800000012,1.165130019,16,0,11.08561328
1171,0,0,0,33.06999969,0,0,1,0,11.89999962,10.14999962,7,0.434179991,12,0,9.599105981
1172,1,0,0,47.97000122,0,0,1,0,11.89999962,10.14999962,7,0.434179991,13,0,9.598367159
1173,0,0,0,44.56000137,0,0,1,0,11.89999962,10.14999962,7,0.434179991,12,0,9.592109684
1174,1,0,0,33.84000015,0,0,1,0,11.89999962,10.14999962,7,0.434179991,12,0,9.737397334
1175,0,0,0,47.95000076,0,0,1,0,11.89999962,10.14999962,7,0.434179991,12,0,11.28301453
1176,1,1,0,41.13000107,0,0,1,0,4.099999905,7.329999924,0.300000012,0.655889988,12,1,9.490073794
1177,0,0,0,53.49000168,0,0,1,0,4.099999905,7.329999924,0.300000012,0.655889988,12,0,9.655103418
1178,0,0,0,58.97000122,0,0,1,0,4.099999905,7.329999924,0.300000012,0.655889988,15,1,11.27332658
1179,1,1,0,41.84999847,0,0,0,0,4.099999905,7.329999924,0.300000012,0.655889988,12,0,9.394576865
1180,1,0,1,38.15999985,0,0,1,0,4.099999905,7.329999924,0.300000012,0.655889988,12,0,9.393704269
1181,1,0,0,54.77000046,1,1,1,0,4.099999905,7.329999924,0.300000012,0.655889988,18,1,12.49287791
1182,1,0,0,65.86000061,0,0,1,0,4.099999905,7.329999924,0.300000012,0.655889988,15,0,11.14654635
1183,1,0,0,49.99000168,0,0,1,0,4.099999905,7.329999924,0.300000012,0.655889988,12,0,10.13868196
1184,1,0,0,62.68000031,0,0,1,0,4.099999905,7.329999924,0.300000012,0.655889988,16,1,10.47175033
1185,1,0,0,50.77999878,0,0,1,0,5.5,7.349999905,2.5,0.751729965,16,0,11.57694595
1186,1,1,0,36.29000092,0,0,1,0,5.5,7.349999905,2.5,0.751729965,14,0,10.77323913
1187,1,1,0,52.75,0,0,1,0,5.5,7.349999905,2.5,0.751729965,16,0,11.88947227
1188,1,1,0,47.75,0,0,0,0,5.5,7.349999905,2.5,0.751729965,16,0,10.5770847
1189,1,1,0,49.18999863,0,0,1,0,5.5,7.349999905,2.5,0.751729965,12,0,9.218355476
1190,0,1,0,35.15000153,0,0,1,0,5.5,7.349999905,2.5,0.751729965,15,0,12.31845021
1191,1,1,0,41.22000122,0,0,0,0,5.5,7.349999905,2.5,0.751729965,12,0,9.940451864
1192,0,0,0,44.99000168,0,0,1,0,5.5,7.349999905,2.5,0.751729965,12,1,9.356389961
1193,0,1,0,36.91999817,0,0,0,0,5.5,7.349999905,2.5,0.751729965,12,0,10.54401536
1194,1,1,0,40.52999878,0,0,1,0,5.5,7.349999905,2.5,0.751729965,12,0,9.878226278
1195,1,1,0,35.97999954,0,0,0,0,5.5,7.349999905,2.5,0.751729965,12,0,10.18812673
1196,0,0,0,59.11999893,0,0,1,0,5.5,7.349999905,2.5,0.751729965,12,0,10.48047672
1197,0,0,1,37.06999969,0,0,1,0,5.5,7.349999905,2.5,0.751729965,12,0,9.841804233
1198,1,1,0,49.47999954,0,0,1,0,5.5,7.349999905,2.5,0.751729965,15,0,10.55735398
1199,0,0,0,52.00999832,1,0,1,0,6.300000191,7.539999962,4,0.818710029,16,0,11.01063703
1200,0,0,1,43.95000076,1,0,0,0,6.300000191,7.539999962,4,0.818710029,13,1,9.671022751
1201,0,0,0,49.83000183,1,0,1,0,6.300000191,7.539999962,4,0.818710029,16,1,10.51067782
1202,0,0,0,55.27999878,0,0,0,0,6.300000191,7.539999962,4,0.818710029,14,0,11.23736023
1203,0,0,0,48.99000168,0,0,1,0,6.300000191,7.539999962,4,0.818710029,12,0,9.638135336
1204,0,0,0,47.97999954,0,0,1,0,6.5,7.329999924,3.5,0.655889988,12,0,9.707012564
1205,0,0,0,44.65999985,0,1,1,0,6.5,7.329999924,3.5,0.655889988,12,0,10.32147267
1206,0,0,1,46.27999878,0,0,1,0,6.5,7.329999924,3.5,0.655889988,13,0,9.138856577
1207,1,0,0,45.79999924,1,0,1,0,6.400000095,7.539999962,5,0.818710029,13,1,10.7178757
1208,1,0,0,43.41999817,0,0,1,0,9.199999809,7.329999924,0.800000012,0.655889988,16,0,10.64296328
1209,1,0,0,56.09999847,0,0,1,0,9.199999809,7.329999924,0.800000012,0.655889988,14,0,9.905115036
1210,1,0,0,46.18000031,0,0,0,0,9.199999809,7.329999924,0.800000012,0.655889988,12,0,9.437227065
1211,1,1,0,48.59000015,0,0,1,0,9.199999809,7.329999924,0.800000012,0.655889988,12,0,10.05558451
1212,0,0,0,69.37999725,1,1,1,0,9.199999809,7.329999924,0.800000012,0.655889988,17,1,12.50399643
1213,0,1,0,37.61000061,0,0,1,0,9.199999809,7.329999924,0.800000012,0.655889988,13,0,10.0579504
1214,0,0,0,64.54000092,1,0,1,0,9.199999809,7.329999924,0.800000012,0.655889988,16,1,12.79233277
1215,1,1,0,43.93999863,0,0,1,0,6.300000191,7.329999924,2.5,0.655889988,14,0,9.810317284
1216,1,0,0,62.50999832,0,0,0,0,6.300000191,7.329999924,2.5,0.655889988,13,0,10.04192236
1217,1,1,0,49.84000015,0,0,1,0,6.300000191,7.329999924,2.5,0.655889988,12,0,9.691459135
1218,1,0,0,49.74000168,0,0,1,0,6.300000191,7.329999924,2.5,0.655889988,16,0,11.26993701
1219,1,1,0,40.41999817,0,0,1,0,6.300000191,7.329999924,2.5,0.655889988,13,0,10.63334392
1220,0,0,0,57.90999985,0,0,0,0,4.699999809,7.539999962,0.699999988,0.818710029,13,0,10.62419518
1221,1,0,0,44.02999878,0,1,1,0,4.699999809,7.539999962,0.699999988,0.818710029,13,0,10.00753796
1222,0,0,0,47.79999924,0,0,1,0,4.699999809,7.539999962,0.699999988,0.818710029,12,0,9.305590588
1223,1,0,0,61.61000061,1,0,1,0,4.699999809,7.539999962,0.699999988,0.818710029,18,1,11.21764281
1224,1,0,0,44.66999817,0,0,1,0,4.699999809,7.539999962,0.699999988,0.818710029,12,1,9.212355883
1225,1,0,0,65.05000305,1,0,0,0,4.699999809,7.539999962,0.699999988,0.818710029,16,0,10.39869678
1226,0,0,0,51.91999817,1,0,1,0,4.699999809,7.539999962,0.699999988,0.818710029,13,1,9.777901379
1227,1,0,0,55.52999878,0,0,0,0,4.699999809,7.539999962,0.699999988,0.818710029,12,0,10.15185274
1228,1,0,0,60.93000031,1,0,1,0,4.699999809,7.539999962,0.699999988,0.818710029,12,0,9.89336178
1229,1,1,0,43.54000092,0,0,1,0,5.800000191,7.179999828,0.5,1.165130019,14,0,12.2465773
1230,1,1,0,37.16999817,0,0,1,0,5.800000191,7.179999828,0.5,1.165130019,12,0,10.29709979
1231,1,0,0,45.40000153,1,0,1,0,5.800000191,7.179999828,0.5,1.165130019,12,1,10.58956258
1232,1,0,0,41.79999924,0,0,0,0,5.800000191,7.179999828,0.5,1.165130019,13,0,10.14131135
1233,1,1,0,40.13000107,0,0,1,0,5.800000191,7.179999828,0.5,1.165130019,12,1,9.431679384
1234,1,0,0,51.97999954,0,0,1,0,5.800000191,7.179999828,0.5,1.165130019,12,1,10.38978901
1235,0,0,0,51.99000168,1,0,0,0,5.800000191,7.179999828,0.5,1.165130019,12,0,9.908432116
1236,1,0,0,52.25999832,0,0,1,0,5.800000191,7.179999828,0.5,1.165130019,16,0,11.60809882
1237,0,0,1,49.88000107,1,0,1,0,5.800000191,7.179999828,0.5,1.165130019,16,0,10.81269208
1238,0,1,0,41.86999893,0,0,1,0,6.400000095,7.349999905,0.400000006,0.751729965,13,0,9.57788123
1239,1,1,0,38.43000031,0,0,0,0,6.400000095,7.349999905,0.400000006,0.751729965,12,0,9.990261553
1240,0,1,0,37.90999985,0,0,1,0,6.400000095,7.349999905,0.400000006,0.751729965,12,0,9.168143306
1241,0,1,0,54.31000137,0,0,1,0,6.400000095,7.349999905,0.400000006,0.751729965,14,0,10.31953706
1242,0,1,0,36.22999954,0,0,1,0,6.400000095,7.349999905,0.400000006,0.751729965,12,0,9.841295397
1243,0,1,0,61.36999893,0,0,1,1,5.599999905,7.329999924,0.300000012,0.655889988,14,0,11.38492778
1244,1,1,0,42.34999847,0,0,0,1,5.599999905,7.329999924,0.300000012,0.655889988,12,0,9.183371283
1245,1,1,0,51.72000122,0,0,1,1,5.599999905,7.329999924,0.300000012,0.655889988,15,0,10.46202933
1246,0,0,0,42.34999847,1,0,1,1,5.599999905,7.329999924,0.300000012,0.655889988,15,0,11.49987606
1247,0,0,0,46.13000107,0,0,1,1,5.599999905,7.329999924,0.300000012,0.655889988,13,0,9.602268378
1248,0,0,0,57.09999847,0,0,0,1,5.599999905,7.329999924,0.300000012,0.655889988,14,0,10.69621574
1249,0,0,0,45.90000153,0,0,0,1,5.599999905,7.329999924,0.300000012,0.655889988,12,0,10.4020275
1250,1,0,0,54.36999893,1,1,1,1,5.599999905,7.329999924,0.300000012,0.655889988,16,1,11.36198736
1251,1,1,0,39.88999939,0,0,0,1,5.599999905,7.329999924,0.300000012,0.655889988,12,0,9.899826665
1252,1,0,0,47.75999832,0,0,1,1,5.599999905,7.329999924,0.300000012,0.655889988,16,0,11.04888464
1253,1,1,0,50.00999832,0,0,1,1,5.699999809,7.179999828,0.300000012,1.165130019,12,0,9.752709656
1254,0,1,0,44.16999817,0,0,1,1,5.699999809,7.179999828,0.300000012,1.165130019,12,0,9.837428759
1255,0,0,1,54.5,0,0,1,1,5.699999809,7.179999828,0.300000012,1.165130019,12,0,10.35533641
1256,1,0,0,63.09000015,1,0,1,1,5.699999809,7.179999828,0.300000012,1.165130019,15,1,11.77469247
1257,0,0,0,60.86000061,0,0,1,1,5.699999809,7.179999828,0.300000012,1.165130019,16,0,10.82467206
1258,0,0,0,56.50999832,0,0,1,1,5.699999809,7.179999828,0.300000012,1.165130019,16,1,11.68347044
1259,0,0,0,52.72999954,1,1,1,1,5.699999809,7.179999828,0.300000012,1.165130019,16,0,10.36523384
1260,1,1,0,46.27999878,0,0,0,1,5.699999809,7.179999828,0.300000012,1.165130019,14,0,10.65429045
1261,1,0,0,54.20999908,0,0,0,1,5.699999809,7.179999828,0.300000012,1.165130019,16,1,10.51944332
